id,icao_24bit,aircraft_code,registration,anomalous,origin_airport_iata,destination_airport_iata,number,airline_icao,callsign,turn1,turn2,turn3,deltaD1,deltaD2,deltaD3,time,latitude,longitude,altitude,ground_speed
34548901,4C8085,A320,5B-DDK,FALSE,TLV,VNO,U81456,CYF,CYF1456,24,0,328,-361.1122336,-406.05646,-372.676988,10.2,43.91,23.2,36000,443
34548941,,GL7T,,FALSE,,,,,GL7T,20,45,6,0,0,0,12.4,40.225,22.315,45920,452.4
345489c7,4CC4C5,B744,TF-AMN,FALSE,HHN,NBO,,,ABD321P,9,6,20,-921.4084566,-441.2864245,-449.1855048,9.25,40.08,18.865,41000,503
345489ea,3CF62A,LJ45,D-CUNI,FALSE,MST,AGA,UNI137,UNI,UNI137,25,9,13,-813.7439535,-398.6536427,-402.0572748,9.25,39.935,-0.16,41000,443.25
34548b04,4A2181,B738,YR-HLA,FALSE,BER,HRG,6Y305,AEZ,ART305,3,2,11,-781.6660179,-402.7943912,-392.4922933,9.6,41.57,24.1,36200,424.4
34548c5c,142AF8,GLF6,RA-11000,FALSE,VKO,ISL,,,RLA1110,9,128,12,-89.03087074,-43.24061222,-399.35085,9.833333333,42.365,41.815,42666.66667,490.8333333
3.45E+99,,GLF5,,FALSE,,,,,GLF5,24,2,10,0,0,0,13.22222222,44.18,13.2,43000,441.5555556
3454912c,424B6D,H25B,M-YIGO,FALSE,TLV,BUD,,,MYIGO,0,30,24,-360.1613879,-380.6867681,-392.9637978,10.5,40.24,25.07,40000,423.25
3.45E+12,,GLF6,,FALSE,,,,,GLF6,2,12,4,0,0,0,11,41.3,17.55,42708.33333,469
345492c6,406CDD,A320,G-POWM,FALSE,LGW,BJL,ZT791,AWC,AWC791,8,1,1,-420.7813886,-416.2481608,-407.952232,10,41.18,-6.75,34506.25,447.75
34549346,600018,A321,EK-AAD,FALSE,EVN,SVO,JI102,AAG,AAG102,18,11,2,-321.4693259,-341.4649994,-363.0818364,10,48.615,44.755,33000,388
34549475,708045,,,FALSE,,,,,,61,237,48,0,0,0,12.25,34.62,24.23,33006.25,231.75
345494c1,A4B6B6,A21N,N4022J,FALSE,AMS,BOS,B632,JBU,JBU32,10,4,17,-356.1035955,-332.6108646,-327.1598643,11.5,54.96,-7.405,34500,377.75
345494fd,45A943,H25B,OY-JJC,FALSE,RKV,OVD,EZ911,SUS,SUS901A,29,5,27,-349.3271305,-356.3469498,-372.2725322,10.5,54.13,-4.885,36175,434.3333333
34549965,,LJ75,,FALSE,,,,,LJ75,10,6,1,0,0,0,10.2,39.52,-0.43,42190,438
345499da,E80623,A20N,CC-DIJ,FALSE,TLS,KEF,OMD158,JAT,OMD158,9,24,3,-348.9651913,-350.6562697,-384.6638142,10.5,55.49,-3.8,38004.16667,429.6666667
34549ade,4BCE02,B738,TC-SPB,FALSE,AYT,LEJ,XQ274,,SXS4FE,33,0,3,-385.1346906,-402.4859552,-404.3986621,10.2,44.63,24.54,35995,437.2
34549c1c,01025F,B738,SU-RSA,FALSE,NQZ,SSH,4S5214,RSX,RSX5214,2,20,1,-354.1390343,-298.0041387,-207.5615468,12.28571429,41.11,40.54,36282.14286,387.8571429
34549c95,471DD6,A332,HA-LHU,FALSE,ALA,BUD,,,WZZ207,2,6,15,-327.6311861,-316.4551962,-294.1977342,13.16666667,41.62,40.705,38000,398
3.45E+25,4D2481,FA7X,9H-BELL,FALSE,VIE,RAI,,GES,GSM07X,8,8,0,-459.1096142,-457.6241778,-453.455621,10.5,40.415,0.855,39504.16667,473.5
34549eb4,4A81F9,GLF4,102002,FALSE,QEI,,SVF680,SVF,SVF680,151,174,173,0,0,0,10.71428571,57.06,19.87,40760.71429,433.7142857
34549f04,459D6E,A338,OY-GKN,FALSE,CPH,SFJ,GL781,GRL,GRL781,5,3,5,-416.0674954,-422.7803053,-422.1499335,10,61.245,-0.14,37868.75,456.75
34549f5f,33FFFE,FA50,MM62026,FALSE,TBS,CIA,IAM3106,IAM,IAM3106,6,0,3,-314.6611255,-311.8044302,-347.5994164,12.71428571,41.08,30.85,38275,377.5714286
34549fac,,F900,,FALSE,,,,,F900,20,29,15,0,0,0,10.71428571,40.43,33.56,40135.71429,508.4285714
3454a0ce,486442,C56X,PH-GHZ,FALSE,ANR,LCA,,,PHGHZ,18,3,3,-392.8318083,-379.5927246,-381.8168729,10.71428571,43.65,21.27,44142.85714,435.8571429
3454a248,,GLF5,,FALSE,,,,,GLF5,1,3,8,0,0,0,13.2,39.93,19.18,40005,451.8
3454a25c,,GLEX,,FALSE,,,,,GLEX,35,7,7,0,0,0,16.25,39.02,0.045,42993.75,507.75
3454a28b,E49770,E550,PS-JAJ,FALSE,GOA,,,,PSJAJ,10,0,7,0,0,0,10.2,39.34,-0.74,39510,435.6
3454a2aa,505CEA,B738,OM-GTJ,FALSE,BCN,OTP,W43176,RLX,WMT74YP,22,9,11,-409.4671005,-427.4438964,-387.5179782,10.5,42.45,15.095,35500,457.5
3454a2dd,3C0CDB,CL60,D-ATWO,FALSE,FJR,,UNI162,UNI,UNI162,10,24,4,0,0,0,13,42.235,32.24,37570,416.8
3454a3ea,485D61,E145,PH-DWA,FALSE,AJR,LGG,AGR2,AGR,AGR0002,2,16,0,-388.7123476,-394.6758029,-378.363349,10,57.87,14.06,36000,428.75
3454a5cf,68332F,E35L,UP-EM024,FALSE,VKO,DWC,5B5120,EAK,EAK5120,18,45,14,-304.8374913,-358.2620009,-434.2665918,10.71428571,46.15,51.02,38717.85714,476.1428571
3454a63f,,FA7X,,FALSE,,,,,FA7X,15,25,23,0,0,0,10.2,49.27,7.93,40005,446.6
3454a90e,8990A8,B738,B-18610,FALSE,XFW,DWC,CI1710,,CAL1710,4,3,11,-379.1697304,-382.9695985,-411.3589328,13.22222222,42.02,28.91,38944.44444,472.3333333
3454a99d,73957C,H25B,4X-CUT,FALSE,TLV,CMF,,TMI,4XCUT,2,1,2,-342.7681917,-333.4125618,-337.6829159,11.71428571,39.32,20.51,39432.14286,381.4285714
3454a9cf,458661,B734,OY-ASA,FALSE,FRL,SNN,CAT9003,,CAT9003,39,3,27,-325.9951399,-331.6588272,-314.5328665,10.2,50.71,4.87,35990,374
3454aa5b,,FA7X,,FALSE,,,,,FA7X,7,4,16,0,0,0,11.5,40.865,29.69,43865.625,502.375
3454aae5,4CC55E,B744,TF-AMK,FALSE,FRA,RUH,SV926,,SVA926,16,5,13,-411.7338068,-428.5180012,-467.1809435,11,39.46,15.84,34506.25,519.25
3454abf6,AADF8E,GL5T,N80AK,FALSE,GVA,TEB,,,N80AK,4,11,4,-383.4030348,-384.7060381,-384.7524391,10.5,50.155,-5.72,42250,420.5
3454ada2,AE67E9,P8,,TRUE,,,,,,177,92,168,0,0,0,13.6,44.74,29.13,33400,432.6
3454af76,,PC24,,FALSE,,,,,PC24,344,11,26,0,0,0,10.5,49.23,2.495,37743.75,369.75
3454b17f,39ADEC,F2TH,F-HLPM,FALSE,OTP,CFE,,BIB,FHLPM,2,3,4,-412.3847541,-412.9675353,-397.128933,10.5,45.2,15.285,42768.75,437
3454b302,39B44E,A21N,F-HNCO,FALSE,ORY,EWR,B0100,DJT,DJT100,0,4,2,-317.5801293,-301.106762,-271.6685006,11,52.87,-9.575,35506.25,361.5
3454b394,,C68A,,FALSE,,,,,C68A,8,0,2,0,0,0,11.8,58.1,18.54,39805,440.6
3454b418,,BE4W,,FALSE,,,,,BE4W,17,3,4,0,0,0,11,43.685,17.105,37637.5,422
3454b495,4A5243,CL30,YR-TRC,FALSE,TZX,BER,TOY227,TOY,TOY227,2,39,14,-290.8273185,-355.2976646,-432.2530831,11,44.85,27.34,40000,441.1666667
3454b68b,,E55P,,FALSE,,,,,E55P,2,2,2,0,0,0,11,58.275,18.655,42937.5,435.75
3454b8a9,3E3E62,C25M,D-IOVA,FALSE,OPO,ZRH,,,DIOVA,6,18,3,-338.8945005,-324.7786221,-291.3854621,11,43.17,-0.315,39931.25,346.5
3454b8be,45C86B,A20N,OY-RCK,FALSE,XRY,BLL,RC7201,FLI,FLI7201,3,8,10,-387.0124989,-383.5243086,-390.9299883,11.2,47.54,0.78,37800,419.6
3454b8fb,4BCEB5,B738,TC-SUU,FALSE,ADB,STR,XQ972,,SXS81Y,6,21,8,-392.812727,-386.9890901,-399.0343909,11,44.65,20.32,36000,433.25
3454baa6,45C86C,A20N,OY-RCL,FALSE,LPA,FAE,RC497,FLI,FLI497,6,1,15,-405.7047272,-402.3757457,-395.1719258,12.5,46.96,-6.665,36756.25,444.25
3454bca5,34718D,A332,EC-NRG,FALSE,DOH,BCN,IB2660,,IBE2660,4,13,36,-359.1223161,-355.9343543,-687.0369488,15.4,36.87,17.21,38000,401.2
3454bd23,,B350,,FALSE,,,,,B350,80,3,24,0,0,0,13.11111111,43.39,14.01,33000,273.1111111
3454c126,505CD8,B738,OM-FEX,FALSE,LPA,LIL,NT3012,AXE,IBB3PM,19,0,3,-395.3141979,-394.5587922,-397.2811229,12,39.645,-3.795,36000,437
3454c258,440BAC,C56X,OE-GWE,FALSE,SZG,LCG,MOZ731,MOZ,MOZ731,4,3,51,-366.2021927,-339.4621363,-341.0963113,11.5,44.205,1.35,40106.25,410
3454c299,4B8693,E35L,TC-ATS,FALSE,DWC,,,,TCATS,9,42,2,0,0,0,13,38.005,40.625,40000,384.5
3454c2aa,738062,B738,4X-EKR,FALSE,TLV,WAW,LY5101,,ELY5101,82,329,12,-379.3233679,-402.8441275,-401.8395287,11.5,42.645,28.155,35991.66667,447.3333333
3454c482,,GL7T,,FALSE,,,,,GL7T,2,16,13,0,0,0,13.8,40.66,21.54,42985,476.6
3454c979,471841,C650,HA-JEV,FALSE,AGP,HAM,JSG259,JSH,JSG259,21,5,23,-365.8996635,-392.0668801,-392.6230158,11.8,45.15,-0.63,41755,423.6
3454ce4c,,GL5T,,FALSE,,,,,GL5T,12,4,3,0,0,0,14,44.66,19.645,43537.5,488.6666667
3454cef5,18082,A333,5A-ONQ,FALSE,IST,MJI,8U971,AAW,AAW971,91,15,9,-102.0363337,-371.5292339,-361.9733465,13.5,34.76,27.66,37250,416.75
3454cfe7,4912C8,C25B,CS-DVH,FALSE,BQH,AGP,VVV232,VVV,VVV232,12,1,0,-366.4731933,-374.0114694,-368.7165685,12,44.745,-3.79,41450,397.25
3454d116,A98B45,GLF3,N714DS,FALSE,RMS,,PH604,,GRB604,10,19,11,0,0,0,11.8,53.81,-2.26,41975,411
3454d15c,440028,C55B,OE-GPS,FALSE,ALC,LIL,,TYW,TYW847S,12,354,349,-299.7376353,-294.548075,-309.1918527,11.5,43.945,1.305,37500,326.5
3454d165,49D407,E55P,OK-PHM,FALSE,HUY,AGP,,AAN,OKPHM,6,0,1,-382.4759662,-380.6362355,-404.0281942,12,44.98,-3.555,41500,431.25
3454d25e,45AA50,A320,OY-JRP,FALSE,IST,SHJ,G9322,DTR,ABY322,1,2,41,-441.9382957,-419.8086787,-390.3677752,13.2,37.85,40.37,38330,495.2
3454d402,440C58,F2TH,OE-HCY,FALSE,TBS,NCE,SKV111,SKV,SKV111,0,26,8,-300.0242512,-387.9526263,-390.1265309,12.71428571,42.89,26.95,43000,415.2857143
3454d419,A94DB8,G280,N699SC,FALSE,TLV,BFS,,,N699SC,232,1,3,-1033.591285,-416.1324413,-424.2475643,13.375,46.7,17.42,43000,451.25
3454d5a1,3CC005,E55P,D-CAAF,FALSE,BMA,NCE,,AZE,AZE25HJ,3,9,24,-373.1867009,-385.2794295,-405.6963573,12,53.175,10.925,40500,430.5
3454d5cd,3E47B1,C525,D-ISIR,FALSE,SIR,BMA,MCK308,MCK,MCK308,2,1,15,-331.3183165,-346.754418,-351.4407437,12,52.975,10.945,40000,373.25
3454d63b,15063B,GL5T,RA-67131,FALSE,AER,,RFE9732,TUL,RFE9732,87,0,340,0,0,0,13,46.17,50.12,45025,483.5
3454d806,503D1A,H25B,LY-BGH,FALSE,TBS,PFO,,,LLT736B,13,16,41,-314.2068854,-320.2212573,-315.2279641,12,38.48,38.64,40500,358
3454d8d6,3A3280,B789,F-OMUA,FALSE,CDG,LAX,TN7,THT,THT7,7,9,10,-381.5038515,-390.7789146,-420.8663195,12.2,57.08,-5.7,35955,459.8
3454dcdb,40616C,C55B,G-CMBC,FALSE,IBZ,OXF,LJC5,LJC,LJC5,11,7,1,-299.1911992,-294.5806923,-305.7496686,12,44.89,-0.155,36581.25,334
3454dd41,4CAAB1,B737,EI-TVG,FALSE,ALC,VNO,LTC101,LTC,LTC101,11,5,9,-371.5574284,-389.2123113,-405.5824929,12.5,46.14,11.53,39995.83333,431.1666667
3454dfe3,,F2TH,,FALSE,,,,,F2TH,3,10,7,0,0,0,12,40.93,21.615,41500,476.5
3454dfe4,,F2TH,,FALSE,,,,,F2TH,13,8,2,0,0,0,12.2,47.15,1.65,42625,444.4
3454e1aa,48D000,CL35,SP-WAA,FALSE,AGP,KRK,,JDI,JDI22R,26,12,1,-415.6899367,-412.6625761,-415.5973351,12.5,43.105,6.575,40320.83333,446.8333333
3454e1e5,48B206,B763,SP-MRG,FALSE,BUD,HKG,TE701,IGA,IGA701,3,14,8,-298.6152252,-367.888108,-444.0773105,13,42.13,36.71,37000,494.5
3454e31b,781133,A332,B-8981,FALSE,LIS,HGH,JD622,CBJ,CBJ622,6,2,9,-397.8845448,-422.5088462,-420.9740737,14.1,55.32,10.295,36700,458.6
3454e42e,151F69,GL5T,RA-73577,FALSE,VKO,GYD,,,RLA7771,43,18,27,-412.0573701,-479.6534272,-504.0869791,12,49.315,45.45,41300,529.75
3454e4c5,738444,A21N,4X-AGK,FALSE,TLV,PRG,IZ281,AIZ,AIZ281,1,5,0,-376.3458219,-405.556605,-420.7999963,13.2,42.31,23.03,35620,435.4
3454e584,,GLF6,,FALSE,,,,,GLF6,1,0,7,0,0,0,13.77777778,47.5,15.42,41666.66667,486.8888889
3454e5be,42,0,0,FALSE,TBS,,HMJ225,,HMJ225,13,23,35,0,0,0,14,41.81,35.895,36987.5,366.5
3454e785,507C5D,A320,UK32030,FALSE,IST,SKD,HH572,QNT,QNT572,10,30,6,-452.5698931,-463.5685101,-465.6509186,13,40.985,43.375,35006.25,507
3454e7a3,3E3D01,C25A,D-IOHL,FALSE,VLC,BER,,ECA,ECA2HL,15,17,16,-296.0164227,-308.7162439,-328.6486273,12.5,44.385,8.4,40000,366.5
3454e7a5,43C39C,R135,ZZ665,FALSE,WTN,,RRR7212,RFR,RRR7212,6,42,11,0,0,0,14.33333333,55.58,19.6,34472.22222,429.5555556
3454e7b5,4.52E+03,C56X,LZ-CVA,FALSE,GVA,RMO,HLR777,,HLR777,4,5,5,-383.7809044,-379.0449834,-377.6794377,14,47.47,17.2,37000,412.5
3454e8ed,39CE24,A359,F-HTRE,FALSE,ORY,PUJ,TX606,FWI,FWI606,6,5,8,-378.3720327,-394.8973015,-405.3185372,12.5,46.1,-8.305,37993.75,439
3454e923,4D24FE,A332,9H-HFJ,FALSE,CDG,DSS,HC404,HFY,SZN404,3,10,2,-413.6580782,-415.3456504,-411.4711731,12.8,41.6,-6.68,37200,448.6
3454eb61,45A94B,HA4T,OY-JJK,FALSE,PMI,BLL,,,JNJ5KC,3,328,10,-340.5991477,-398.1240663,-417.388433,12.5,47.89,1.97,45000,438.75
3454ee31,20199,CL30,CN-EMM,FALSE,GVA,CMN,,,CNEMM,15,1,15,-410.1556246,-401.2104436,-393.4915014,12.5,39.205,-1.02,45000,442.5
3454eecd,44B4A4,LJ45,OO-MED,FALSE,PFO,LGG,,,OOMED,8,1,0,-374.7627495,-380.3055703,-398.9119788,13,42.425,21.035,44666.66667,423
3454efab,0A0097,C56X,7T-VNM,FALSE,LIN,HME,,,7TVNM,0,6,11,-425.9778188,-413.8971074,-320.8885341,12.5,38.51,7.13,39018.75,445
3454f021,3CD950,LJ35,D-CJPG,FALSE,LPA,CGN,QAJ5,QAJ,QAJ5,0,15,7,-406.6127034,-387.2527473,-407.9381301,17,42.905,-4.765,39006.25,440.25
3454f084,3CE997,PC24,D-CPTN,FALSE,LCA,CMF,PTN946,PTN,PTN946,33,16,2,-310.4878425,-307.2948843,-310.309484,13.71428571,40.79,22.54,42985.71429,344.4285714
3454f31b,AE29FE,B737,166695,FALSE,CHQ,,,CNV,CNV4333,4,5,20,0,0,0,13.71428571,43.21,8.84,37714.28571,386.1428571
3454f413,44958B,FA8X,OO-ELK,FALSE,LBG,TEB,AAB45,AAB,AAB45,37,3,3,-336.572491,-328.8638984,-329.6592849,12.5,51.26,-6.585,39712.5,406
3454f8fd,734D27,A306,EP-SIG,FALSE,IST,IKA,MRJ4804,MRJ,MRJ4804,36,45,2,-455.8045908,-514.4294483,-418.010009,12.8,38.01,41.47,34920,550.6
3454f9e3,,FA8X,,FALSE,,,,,FA8X,8,1,18,0,0,0,13.71428571,56.43,7.13,40857.14286,442.2857143
3454fb4a,4BCA62,LJ45,TC-RSB,FALSE,ISL,DIY,RHH37,RHH,RHH037,1,16,55,-437.8997193,-144.5329708,412.0359486,13.75,38.69,39.345,39531.25,499.25
3454fbc4,,GLF6,,FALSE,,,,,GLF6,25,4,3,0,0,0,13.66666667,44.155,27.64,40733.33333,526
3454fbed,501C0C,B738,9A-ABC,FALSE,FUE,AMS,HV6706,EZZ,TRA7F,16,26,0,-402.7611391,-404.9675147,-406.0740946,13.8,40.59,-3.97,35600,443.4
3454fc70,,GLEX,,FALSE,,,,,GLEX,7,10,24,0,0,0,13.2,53.29,-1.09,40805,434.6
345500be,,GLF5,,FALSE,,,,,GLF5,10,5,5,0,0,0,13,39.605,22.385,41000,521.75
345502fc,E49163,A332,PR-AIU,FALSE,ORY,VCP,AD8701,AZU,AZU8701,10,4,1,-400.6227046,-406.1716666,-412.7598309,13.8,40.63,-10.14,36200,434.8
3455053e,,CL35,,FALSE,,,,,CL35,8,3,13,0,0,0,13.5,47.15,14.485,39533.33333,434.8333333
