,id,icao_24bit,aircraft_code,registration,anomalous,origin_airport_iata,destination_airport_iata,flight_no,airline_icao,callsign,turn1,turn2,turn3,deltaD1,deltaD2,deltaD3,time,latitude,longitude,altitude,ground_speed
161,34541d15,3C78E2,CL60,D-ANGB,0,RUH,CGN,,MHV,MHV64B,2.0,5.0,8.0,-382.0687496,-408.1153116,-842.9441711,8.0,39.835,20.865,37512.5,432.25
162,34542166,,E35L,,0,,,,,E35L,18.0,16.0,268.0,0.0,0.0,0.0,5.833333333,44.445,44.3,32833.33333,379.3333333
163,3454265d,4CAC66,B738,EI-AZE,0,MXP,KTW,ABR231,,ABR231,293.0,3.0,5.0,-181.2891882,-402.295595,-336.467315,4.5,47.235,13.315,21643.75,287.0
164,3454266a,155C1D,SU95,RA-89117,0,LED,UCT,D2323,SSF,SSF323,226.0,14.0,7.0,-327.7302762,-392.144665,-377.86454,4.5,61.11,39.55,27193.75,351.0
165,345426c4,4CAC65,B738,EI-AZD,0,BCN,LGG,ABR2201,,ABR2201,353.0,0.0,133.0,-295.2431052,-275.01478,-277.2657553,5.0,47.715,1.775,30631.25,329.25
166,34542882,49D283,B738,OK-TVY,0,TLV,PRG,QS1287,,TVS87M,0.0,14.0,2.0,-372.4993025,-376.9024242,-403.6578044,5.5,43.155,26.155,35195.83333,432.8333333
167,34542bd2,4B012E,AT72,HB-ALQ,0,DUB,MST,XM359,IMX,IMX359,40.0,9.0,1.0,-232.3291191,-250.3521627,-265.2193903,4.5,52.18,-1.065,17962.5,269.0
168,34542bea,151D44,A21N,RA-73028,0,DME,SBT,0.00E+00,NWC,NWC9051,55.0,42.0,7.0,-71.27514074,-326.6350611,-377.7619046,4.8,58.55,41.04,23540.0,296.6
169,3454373c,452122,BCS3,LZ-LON,0,SOF,CDG,FB431,LZB,LZB431,111.0,3.0,5.0,-135.6508827,-397.7120284,-397.2655592,6.0,44.45,17.18,28025.0,341.6
170,3454389e,507C5D,A320,UK32030,0,SKD,IST,HH571,QNT,QNT571,2.0,6.0,2.0,-344.9317557,-321.8505774,-300.1439224,7.2,41.52,44.89,35630.0,348.0
171,34543ace,505CEA,B738,OM-GTJ,0,OTP,BCN,W43175,RLX,WMT91FA,6.0,3.0,4.0,-395.1850535,-405.5922106,-391.8553054,5.8,44.41,15.47,32005.0,427.4
172,34543af0,,GL7T,,0,,,,,GL7T,26.0,41.0,1.0,0.0,0.0,0.0,6.714285714,48.47,11.34,35692.85714,439.2857143
173,34543b19,7812BE,B789,B-1356,0,XMN,AMS,MF811,CXA,CXA811,8.0,11.0,0.0,-446.0281717,-419.0165076,-430.3185424,14.2,60.08,31.62,35990.0,475.2
174,34543b28,4643C5,PC12,OH-ZRH,0,BCN,LEJ,,FSF,FSF100A,24.0,5.0,9.0,-191.9671008,-192.3336701,-215.5476529,6.2,43.96,7.91,24800.0,252.2
175,34543bf3,683297,B738,UP-B3731,0,NQZ,LED,DV821,VSV,VSV821,1.0,15.0,48.0,-369.1234828,-332.4974323,-284.9696652,7.0,55.915,43.405,36000.0,413.25
176,34543cc2,730601,A343,EP-APA,0,IKA,IST,EP510,IRC,IRC510,2.0,21.0,2.0,-344.1041911,-344.9961676,-712.2470487,6.0,39.09,43.02,33845.0,389.8
177,34543ccc,AE6828,P8,,1,,,,,,127.0,1.0,0.0,0.0,0.0,0.0,8.285714286,44.79,29.26,27857.14286,385.5714286
178,34543d28,,GL7T,,0,,,,,GL7T,4.0,11.0,2.0,0.0,0.0,0.0,7.0,41.45,19.495,44006.25,528.25
179,3.45E+07,452121,BCS3,LZ-PAR,0,SOF,AMS,FB461,LZB,LZB461,5.0,19.0,5.0,-413.5315257,-398.9054812,-399.7115106,6.0,47.52,17.24,34706.25,435.75
180,34544642,507C8E,B763,UK67009,0,OSR,TAS,C67676,MFX,MFX7676,18.0,25.0,17.0,-102.0217656,-247.1387244,-342.7853051,7.285714286,41.15,30.02,34896.42857,475.1428571
181,345447a2,4D21E6,B738,9H-SHO,0,TLV,BCN,BZ252,BBG,BBG252,5.0,2.0,12.0,-370.4402236,-348.3383399,-341.841211,7.0,36.55,21.09,36333.33333,395.1666667
182,345447c0,150648,CRJ2,RA-67144,0,,,,RLU,,4.0,0.0,3.0,0.0,0.0,0.0,6.0,61.075,50.77,32056.25,337.5
183,3454491e,45C86B,A20N,OY-RCK,0,BLL,XRY,RC7200,FLI,FLI7200,6.0,9.0,7.0,-402.6031952,-430.6723016,-432.8792665,6.5,47.245,1.465,35029.16667,442.1666667
184,3454491f,45209C,A320,LZ-MDI,0,SOF,BSL,W64323,USW,WZZ117,27.0,4.0,25.0,-403.9899548,-413.2075336,-393.4034603,6.0,45.12,16.4,25362.5,403.75
185,34544984,151D73,B752,RA-73075,0,HRG,VKO,ZF908,AZV,AZV908,315.0,17.0,13.0,-317.11167,-317.6936945,-125.8531372,8.125,42.775,40.725,35543.75,452.25
186,34544b16,467891,PC12,PI-02,0,JYV,,FNF166,FNF,FNF166,0.0,1.0,331.0,0.0,0.0,0.0,6.0,66.02,25.82,22287.5,245.0
187,34544b3f,501DC4,DH8D,9A-CQC,0,ZAG,BRU,OU456,CTN,CTN456,5.0,25.0,15.0,-178.6283094,-263.7996257,-274.5951585,6.0,48.115,13.455,18000.0,223.75
188,34544bcd,728644,A320,YI-ARD,0,NJF,IST,IA219,IAW,IAW219,47.0,6.0,1.0,-302.2749873,-352.791212,-355.5241772,6.5,38.59,39.16,35975.0,381.5
189,3.45E+08,44B4A4,LJ45,OO-MED,0,LGG,PFO,,,OOMED,163.0,7.0,2.0,-399.0930046,-430.771409,-427.8907263,6.714285714,44.75,19.78,37207.14286,430.2857143
190,3.45E+35,45AA50,A320,OY-JRP,0,SHJ,IST,G9321,DTR,ABY321,2.0,42.0,3.0,-302.1592211,-287.7392481,-684.350714,8.4,39.02,43.61,35385.0,371.6
191,34544f4d,,GLF6,,0,,,,,GLF6,1.0,11.0,3.0,0.0,0.0,0.0,7.0,44.85,16.285,40304.16667,528.5
192,34544f7b,4CC579,B738,TF-BBY,0,BLL,KEF,BO6810,BBD,BBD6810,5.0,21.0,9.0,-401.4053134,-411.6280988,-408.7705593,6.5,61.09,-1.425,38000.0,445.0
193,34544fd4,4D02E0,PC24,LX-PCG,0,PSA,LCY,,JFA,JFA86D,10.0,14.0,50.0,-322.805985,-308.3539121,-270.5131947,7.0,47.535,6.42,35225.0,355.25
194,3454501d,008BA5,GLEX,ZS-EKA,0,JNB,FAB,,OPM,OPM007,2.0,9.0,21.0,-412.3601188,-802.4093429,-389.1338404,15.75,42.905,5.11,41575.0,437.0
195,3454505c,,CL60,,0,,,,,CL60,27.0,8.0,14.0,0.0,0.0,0.0,9.0,44.48,25.86,37555.55556,421.3333333
196,3454549e,4400B0,C55B,OE-GLL,0,LNZ,BIO,JFL167,JFL,JFL167,1.0,22.0,2.0,-330.0838661,-342.7084287,-350.4080764,6.5,46.665,6.97,35243.75,359.5
197,34545542,452087,A320,LZ-BHM,0,EBL,DUS,UD437,BGH,UBD437,293.0,15.0,5.0,-350.4756905,-364.9893071,-361.9768525,7.625,41.55,30.51,31121.875,419.125
198,34545591,3008D2,GLEX,I-WLFZ,0,LIN,EWR,SIO231,SIO,SIO231,3.0,20.0,0.0,-355.2284146,-398.7441008,-393.2306524,7.2,52.04,-2.46,42400.0,446.6
199,345455a4,3461CE,A319,EC-NDG,0,TLS,XFW,V77346,VOE,VOE7346,330.0,39.0,20.0,-275.4879018,-339.8919458,-367.4664769,6.5,47.905,2.58,30500.0,360.25
200,345456a1,14FC09,T204,RA-64521,1,VKO,,RSD987,RSD,RSD987,10.0,17.0,234.0,0.0,0.0,0.0,8.25,55.69,44.775,30800.0,420.0
201,3454586a,4BB961,GLF4,TC-NKA,0,SAW,FAB,,EAJ,EAJ01,6.0,11.0,2.0,-405.0376564,-407.8028653,-401.5807024,7.5,46.365,19.5,43000.0,439.75
202,345458d7,06A1D0,GLF6,A7-CGL,0,ISL,,QE530,QQE,QQE530,9.0,9.0,29.0,0.0,0.0,0.0,8.0,39.49,38.47,36962.5,546.5
203,34545abe,4A5243,CL30,YR-TRC,0,AKX,,TOY226,TOY,TOY226,25.0,46.0,17.0,0.0,0.0,0.0,7.5,41.945,48.195,42087.5,397.0
204,34545c12,424B71,F900,M-CPAY,0,DXB,STN,,,MCPAY,16.0,3.0,10.0,-312.6419144,-330.6251113,-343.0094252,11.22222222,44.39,25.36,39994.44444,417.4444444
205,34545cfe,3E1DCB,C25A,D-ICMD,0,ZQW,FAO,,,DICMD,15.0,2.0,1.0,-353.2647907,-384.4793188,-353.7465078,7.2,42.9,-0.3,40865.0,388.4
206,3.45E+64,503D6F,A320,LY-HMD,0,VNO,HRG,HN2861,HST,HST2861,55.0,27.0,2.0,-296.4494518,-350.5225956,-372.7698323,7.5,45.765,23.545,32516.66667,429.3333333
207,34545f23,4D2494,A320,9H-MLZ,0,MLA,AMS,KM394,NVD,AMC394,1.0,2.0,6.0,-389.8306204,-376.9984433,-372.9751012,7.5,43.295,12.035,36000.0,424.25
208,3454601d,440028,C55B,OE-GPS,0,INN,ALC,,TYW,TYW846S,9.0,25.0,20.0,-362.6485088,-380.2329681,-367.0442451,7.0,42.815,5.325,33950.0,394.5
209,345460c0,501C0C,B738,9A-ABC,0,AMS,FUE,HV6705,EZZ,TRA75C,2.0,15.0,10.0,-387.2176704,-403.3568707,-409.6079387,7.8,43.8,-4.95,36600.0,435.8
210,34546136,15770E,IL96,RA-96014,1,VKO,,RSD982,RSD,RSD982,10.0,10.0,185.0,0.0,0.0,0.0,9.0,55.85,44.53,31450.0,433.0
211,345461dd,733490,A310,EP-MDP,0,MHD,IST,B99735,IRB,IRB9735,0.0,10.0,0.0,-350.7704731,-312.2659587,-704.5506611,8.0,37.98,44.505,33975.0,391.5
212,345462b2,39ADEC,F2TH,F-HLPM,0,CFE,OTP,,BIB,FHLPM,0.0,21.0,4.0,-392.4862712,-400.6937463,-419.4067071,7.0,44.685,11.505,34462.5,430.5
213,3454646f,70209B,B788,S2-AJV,0,ZYL,MAN,BG207,BBC,BBC207,13.0,15.0,3.0,-364.3519588,-350.2403778,-348.3723903,14.36363636,41.99,33.5,39079.54545,426.3636364
214,34546654,39A64B,C25B,F-HJSL,0,RNS,NAP,,IXR,IXR612J,36.0,27.0,2.0,-361.5973713,-398.6043721,-389.4983422,7.5,44.6,6.915,38518.75,434.0
215,34546664,4400D0,ASTR,OE-GBD,0,TZX,VIE,TYW434,TYW,TYW434,5.0,22.0,4.0,-346.2229907,-371.9029567,-408.5395817,7.5,42.91,30.32,38918.75,397.75
216,34546b9d,42,0,0,0,TBS,,HMJ225,,HMJ225,24.0,20.0,1.0,0.0,0.0,0.0,7.5,41.69,39.0,34987.5,363.0
217,3454711f,0100A2,A332,SU-GCE,0,BRU,AAC,MS521,MSX,MSR521,20.0,2.0,4.0,-451.3567999,-882.6837695,-444.5411076,9.333333333,41.13,22.245,37595.83333,488.1666667
218,34547242,78007E,B744,B-2475,0,CTU,AMS,CA1023,CAO,CAO1023,6.0,12.0,4.0,-443.5946448,-393.0716075,-451.4411452,15.16666667,60.005,31.07,34000.0,470.6666667
219,34547477,,A124,,0,,,,,A124,1.0,35.0,17.0,0.0,0.0,0.0,9.0,41.22,22.9,32365.0,420.2
220,345474fd,3CC9AB,LJ35,D-CDRF,0,FKB,,1I112,AMB,AMB112,12.0,8.0,15.0,0.0,0.0,0.0,8.0,44.25,16.31,40575.0,443.0
221,34547667,3CD950,LJ35,D-CJPG,0,CGN,LPA,QAJ5,QAJ,QAJ5,14.0,5.0,15.0,-380.6294361,-368.8583787,-780.0784549,8.666666667,42.56,-6.22,38337.5,413.5
222,34547691,4BD189,B738,TC-TLI,0,EBL,DUS,IA233,IAW,IAW233,1.0,1.0,0.0,-664.2793319,-417.8760902,-418.7231527,9.6,45.0,25.07,35600.0,436.2
223,345477c8,1F1D5B,MC23,73051,0,,,,,73051,81.0,34.0,2.0,0.0,0.0,0.0,9.555555556,55.08,40.24,35666.66667,442.0
224,3454782c,70209F,B789,S2-AJY,0,IST,YYZ,BG305,BBC,BBC305,5.0,6.0,23.0,-462.1338341,-906.0181323,-454.9066978,9.571428571,55.05,6.64,34267.85714,478.1428571
225,3.45E+09,43C6F7,A332,ZZ334,0,BZZ,AKT,RRR2302,RRR,RRR2302,0.0,33.0,4.0,-429.5922473,-808.2329266,-428.5521699,9.333333333,45.95,21.415,41000.0,473.3333333
226,34547a1b,347459,A332,EC-NZJ,0,RMS,JFK,P66985,PVG,PVG6985,28.0,11.0,8.0,-353.7313332,-341.9531455,-757.5041414,8.0,52.22,-0.42,35200.0,388.75
227,34547a97,452033,A320,LZ-LAG,0,HRG,DUS,H68283,BUC,BUC8283,8.0,2.0,14.0,-801.44561,-412.7604505,-419.803822,9.6,45.47,19.43,34790.0,446.6
228,34547b17,500388,GL7T,T7-MAHA,0,SHJ,LBG,,,T7MAHA,46.0,12.0,19.0,-340.9332614,-404.2576449,-398.4420923,11.22222222,42.45,29.9,42991.66667,463.4444444
229,34547b5c,,GA6C,,0,,,,,GA6C,8.0,27.0,2.0,0.0,0.0,0.0,8.75,38.49,17.44,38750.0,539.5
230,34547b68,780A13,A332,B-LNZ,0,ALA,MXP,RH358,HKC,HKC358,49.0,6.0,4.0,-215.097258,-326.3841807,-292.9877345,12.5,42.55,33.99,37000.0,404.5
231,34547bb4,70804D,,,0,,,,,,3.0,262.0,188.0,0.0,0.0,0.0,12.375,34.625,26.24,31543.75,413.375
232,34547c1f,477FF3,C17,08-2003,0,WRO,,,BRK,BRK78,16.0,24.0,50.0,0.0,0.0,0.0,12.33333333,41.09,28.05,35250.0,440.5555556
233,34547dac,770590,A333,4R-ALP,0,CMB,LHR,UL503,ALK,ALK503,41.0,11.0,12.0,-349.0450025,-380.8052433,-351.4111088,15.75,43.47,28.17,37500.0,428.625
234,34547eeb,,GLF5,,0,,,,,GLF5,26.0,19.0,12.0,0.0,0.0,0.0,9.333333333,41.64,19.025,42433.33333,497.5
235,34547fc6,02A1A6,A320,TS-ING,0,TUN,LGW,BJ844,LBT,LBT844,9.0,4.0,6.0,-362.1896805,-692.2869952,-325.3588582,8.75,44.245,6.58,36843.75,373.75
236,34548038,424502,B738,VQ-BHE,0,IST,DYU,SZ104,SMR,SMR104,13.0,25.0,21.0,-936.3507871,-492.3015327,-478.4983291,9.25,40.01,44.37,32262.5,531.0
237,3454806d,4D23EC,A320,9H-MLO,0,MLA,LGW,KM116,NVD,AMC116,2.0,1.0,18.0,-723.8332222,-334.4411947,-315.9940344,9.6,45.03,6.12,34820.0,368.0
238,3454814c,06A1C6,GLF6,A7-CGA,0,FAB,LCA,QE723,QQE,QQE723,26.0,12.0,8.0,-480.0527794,-948.9562061,-469.6200082,9.333333333,43.3,19.345,42741.66667,527.0
239,34548272,,GLF5,,0,,,,,GLF5,4.0,20.0,2.0,0.0,0.0,0.0,10.0,59.49,-0.085,42250.0,466.5
240,345483d1,151DB9,73H,RA-73145,0,VKO,AER,UT267,,UTA267,52.0,98.0,9.0,-482.1589165,-252.087402,-316.3748747,9.25,44.195,44.165,35075.0,417.75
241,345483fa,407D52,B744,G-UNET,0,LHR,HKG,HC211,HGO,HGO211,5.0,26.0,17.0,-695.7758356,-208.943187,-322.6777118,10.375,43.625,28.47,36500.0,516.375
242,34548901,4C8085,A320,5B-DDK,0,TLV,VNO,U81456,CYF,CYF1456,24.0,0.0,328.0,-361.1122336,-406.05646,-372.676988,10.2,43.91,23.2,36000.0,443.0
243,34548941,,GL7T,,0,,,,,GL7T,20.0,45.0,6.0,0.0,0.0,0.0,12.4,40.225,22.315,45920.0,452.4
244,345489c7,4CC4C5,B744,TF-AMN,0,HHN,NBO,,,ABD321P,9.0,6.0,20.0,-921.4084566,-441.2864245,-449.1855048,9.25,40.08,18.865,41000.0,503.0
245,345489ea,3CF62A,LJ45,D-CUNI,0,MST,AGA,UNI137,UNI,UNI137,25.0,9.0,13.0,-813.7439535,-398.6536427,-402.0572748,9.25,39.935,-0.16,41000.0,443.25
246,34548b04,4A2181,B738,YR-HLA,0,BER,HRG,6Y305,AEZ,ART305,3.0,2.0,11.0,-781.6660179,-402.7943912,-392.4922933,9.6,41.57,24.1,36200.0,424.4
247,34548c5c,142AF8,GLF6,RA-11000,0,VKO,ISL,,,RLA1110,9.0,128.0,12.0,-89.03087074,-43.24061222,-399.35085,9.833333333,42.365,41.815,42666.66667,490.8333333
248,3.45E+99,,GLF5,,0,,,,,GLF5,24.0,2.0,10.0,0.0,0.0,0.0,13.22222222,44.18,13.2,43000.0,441.5555556
249,3454912c,424B6D,H25B,M-YIGO,0,TLV,BUD,,,MYIGO,0.0,30.0,24.0,-360.1613879,-380.6867681,-392.9637978,10.5,40.24,25.07,40000.0,423.25
250,3.45E+12,,GLF6,,0,,,,,GLF6,2.0,12.0,4.0,0.0,0.0,0.0,11.0,41.3,17.55,42708.33333,469.0
251,345492c6,406CDD,A320,G-POWM,0,LGW,BJL,ZT791,AWC,AWC791,8.0,1.0,1.0,-420.7813886,-416.2481608,-407.952232,10.0,41.18,-6.75,34506.25,447.75
252,34549346,600018,A321,EK-AAD,0,EVN,SVO,JI102,AAG,AAG102,18.0,11.0,2.0,-321.4693259,-341.4649994,-363.0818364,10.0,48.615,44.755,33000.0,388.0
253,34549475,708045,,,0,,,,,,61.0,237.0,48.0,0.0,0.0,0.0,12.25,34.62,24.23,33006.25,231.75
254,345494c1,A4B6B6,A21N,N4022J,0,AMS,BOS,B632,JBU,JBU32,10.0,4.0,17.0,-356.1035955,-332.6108646,-327.1598643,11.5,54.96,-7.405,34500.0,377.75
255,345494fd,45A943,H25B,OY-JJC,0,RKV,OVD,EZ911,SUS,SUS901A,29.0,5.0,27.0,-349.3271305,-356.3469498,-372.2725322,10.5,54.13,-4.885,36175.0,434.3333333
256,34549965,,LJ75,,0,,,,,LJ75,10.0,6.0,1.0,0.0,0.0,0.0,10.2,39.52,-0.43,42190.0,438.0
257,345499da,E80623,A20N,CC-DIJ,0,TLS,KEF,OMD158,JAT,OMD158,9.0,24.0,3.0,-348.9651913,-350.6562697,-384.6638142,10.5,55.49,-3.8,38004.16667,429.6666667
258,34549ade,4BCE02,B738,TC-SPB,0,AYT,LEJ,XQ274,,SXS4FE,33.0,0.0,3.0,-385.1346906,-402.4859552,-404.3986621,10.2,44.63,24.54,35995.0,437.2
259,34549c1c,01025F,B738,SU-RSA,0,NQZ,SSH,4S5214,RSX,RSX5214,2.0,20.0,1.0,-354.1390343,-298.0041387,-207.5615468,12.28571429,41.11,40.54,36282.14286,387.8571429
260,34549c95,471DD6,A332,HA-LHU,0,ALA,BUD,,,WZZ207,2.0,6.0,15.0,-327.6311861,-316.4551962,-294.1977342,13.16666667,41.62,40.705,38000.0,398.0
261,3.45E+25,4D2481,FA7X,9H-BELL,0,VIE,RAI,,GES,GSM07X,8.0,8.0,0.0,-459.1096142,-457.6241778,-453.455621,10.5,40.415,0.855,39504.16667,473.5
262,34549eb4,4A81F9,GLF4,102002,0,QEI,,SVF680,SVF,SVF680,151.0,174.0,173.0,0.0,0.0,0.0,10.71428571,57.06,19.87,40760.71429,433.7142857
263,34549f04,459D6E,A338,OY-GKN,0,CPH,SFJ,GL781,GRL,GRL781,5.0,3.0,5.0,-416.0674954,-422.7803053,-422.1499335,10.0,61.245,-0.14,37868.75,456.75
264,34549f5f,33FFFE,FA50,MM62026,0,TBS,CIA,IAM3106,IAM,IAM3106,6.0,0.0,3.0,-314.6611255,-311.8044302,-347.5994164,12.71428571,41.08,30.85,38275.0,377.5714286
265,34549fac,,F900,,0,,,,,F900,20.0,29.0,15.0,0.0,0.0,0.0,10.71428571,40.43,33.56,40135.71429,508.4285714
266,3454a0ce,486442,C56X,PH-GHZ,0,ANR,LCA,,,PHGHZ,18.0,3.0,3.0,-392.8318083,-379.5927246,-381.8168729,10.71428571,43.65,21.27,44142.85714,435.8571429
267,3454a248,,GLF5,,0,,,,,GLF5,1.0,3.0,8.0,0.0,0.0,0.0,13.2,39.93,19.18,40005.0,451.8
268,3454a25c,,GLEX,,0,,,,,GLEX,35.0,7.0,7.0,0.0,0.0,0.0,16.25,39.02,0.045,42993.75,507.75
269,3454a28b,E49770,E550,PS-JAJ,0,GOA,,,,PSJAJ,10.0,0.0,7.0,0.0,0.0,0.0,10.2,39.34,-0.74,39510.0,435.6
270,3454a2aa,505CEA,B738,OM-GTJ,0,BCN,OTP,W43176,RLX,WMT74YP,22.0,9.0,11.0,-409.4671005,-427.4438964,-387.5179782,10.5,42.45,15.095,35500.0,457.5
271,3454a2dd,3C0CDB,CL60,D-ATWO,0,FJR,,UNI162,UNI,UNI162,10.0,24.0,4.0,0.0,0.0,0.0,13.0,42.235,32.24,37570.0,416.8
272,3454a3ea,485D61,E145,PH-DWA,0,AJR,LGG,AGR2,AGR,AGR0002,2.0,16.0,0.0,-388.7123476,-394.6758029,-378.363349,10.0,57.87,14.06,36000.0,428.75
273,3454a5cf,68332F,E35L,UP-EM024,0,VKO,DWC,5B5120,EAK,EAK5120,18.0,45.0,14.0,-304.8374913,-358.2620009,-434.2665918,10.71428571,46.15,51.02,38717.85714,476.1428571
274,3454a63f,,FA7X,,0,,,,,FA7X,15.0,25.0,23.0,0.0,0.0,0.0,10.2,49.27,7.93,40005.0,446.6
275,3454a90e,8990A8,B738,B-18610,0,XFW,DWC,CI1710,,CAL1710,4.0,3.0,11.0,-379.1697304,-382.9695985,-411.3589328,13.22222222,42.02,28.91,38944.44444,472.3333333
276,3454a99d,73957C,H25B,4X-CUT,0,TLV,CMF,,TMI,4XCUT,2.0,1.0,2.0,-342.7681917,-333.4125618,-337.6829159,11.71428571,39.32,20.51,39432.14286,381.4285714
277,3454a9cf,458661,B734,OY-ASA,0,FRL,SNN,CAT9003,,CAT9003,39.0,3.0,27.0,-325.9951399,-331.6588272,-314.5328665,10.2,50.71,4.87,35990.0,374.0
278,3454aa5b,,FA7X,,0,,,,,FA7X,7.0,4.0,16.0,0.0,0.0,0.0,11.5,40.865,29.69,43865.625,502.375
279,3454aae5,4CC55E,B744,TF-AMK,0,FRA,RUH,SV926,,SVA926,16.0,5.0,13.0,-411.7338068,-428.5180012,-467.1809435,11.0,39.46,15.84,34506.25,519.25
280,3454abf6,AADF8E,GL5T,N80AK,0,GVA,TEB,,,N80AK,4.0,11.0,4.0,-383.4030348,-384.7060381,-384.7524391,10.5,50.155,-5.72,42250.0,420.5
281,3454ada2,AE67E9,P8,,1,,,,,,177.0,92.0,168.0,0.0,0.0,0.0,13.6,44.74,29.13,33400.0,432.6
282,3454af76,,PC24,,0,,,,,PC24,344.0,11.0,26.0,0.0,0.0,0.0,10.5,49.23,2.495,37743.75,369.75
283,3454b17f,39ADEC,F2TH,F-HLPM,0,OTP,CFE,,BIB,FHLPM,2.0,3.0,4.0,-412.3847541,-412.9675353,-397.128933,10.5,45.2,15.285,42768.75,437.0
284,3454b302,39B44E,A21N,F-HNCO,0,ORY,EWR,B0100,DJT,DJT100,0.0,4.0,2.0,-317.5801293,-301.106762,-271.6685006,11.0,52.87,-9.575,35506.25,361.5
285,3454b394,,C68A,,0,,,,,C68A,8.0,0.0,2.0,0.0,0.0,0.0,11.8,58.1,18.54,39805.0,440.6
286,3454b418,,BE4W,,0,,,,,BE4W,17.0,3.0,4.0,0.0,0.0,0.0,11.0,43.685,17.105,37637.5,422.0
287,3454b495,4A5243,CL30,YR-TRC,0,TZX,BER,TOY227,TOY,TOY227,2.0,39.0,14.0,-290.8273185,-355.2976646,-432.2530831,11.0,44.85,27.34,40000.0,441.1666667
288,3454b68b,,E55P,,0,,,,,E55P,2.0,2.0,2.0,0.0,0.0,0.0,11.0,58.275,18.655,42937.5,435.75
289,3454b8a9,3E3E62,C25M,D-IOVA,0,OPO,ZRH,,,DIOVA,6.0,18.0,3.0,-338.8945005,-324.7786221,-291.3854621,11.0,43.17,-0.315,39931.25,346.5
290,3454b8be,45C86B,A20N,OY-RCK,0,XRY,BLL,RC7201,FLI,FLI7201,3.0,8.0,10.0,-387.0124989,-383.5243086,-390.9299883,11.2,47.54,0.78,37800.0,419.6
291,3454b8fb,4BCEB5,B738,TC-SUU,0,ADB,STR,XQ972,,SXS81Y,6.0,21.0,8.0,-392.812727,-386.9890901,-399.0343909,11.0,44.65,20.32,36000.0,433.25
292,3454baa6,45C86C,A20N,OY-RCL,0,LPA,FAE,RC497,FLI,FLI497,6.0,1.0,15.0,-405.7047272,-402.3757457,-395.1719258,12.5,46.96,-6.665,36756.25,444.25
293,3454bca5,34718D,A332,EC-NRG,0,DOH,BCN,IB2660,,IBE2660,4.0,13.0,36.0,-359.1223161,-355.9343543,-687.0369488,15.4,36.87,17.21,38000.0,401.2
294,3454bd23,,B350,,0,,,,,B350,80.0,3.0,24.0,0.0,0.0,0.0,13.11111111,43.39,14.01,33000.0,273.1111111
295,3454c126,505CD8,B738,OM-FEX,0,LPA,LIL,NT3012,AXE,IBB3PM,19.0,0.0,3.0,-395.3141979,-394.5587922,-397.2811229,12.0,39.645,-3.795,36000.0,437.0
296,3454c258,440BAC,C56X,OE-GWE,0,SZG,LCG,MOZ731,MOZ,MOZ731,4.0,3.0,51.0,-366.2021927,-339.4621363,-341.0963113,11.5,44.205,1.35,40106.25,410.0
297,3454c299,4B8693,E35L,TC-ATS,0,DWC,,,,TCATS,9.0,42.0,2.0,0.0,0.0,0.0,13.0,38.005,40.625,40000.0,384.5
298,3454c2aa,738062,B738,4X-EKR,0,TLV,WAW,LY5101,,ELY5101,82.0,329.0,12.0,-379.3233679,-402.8441275,-401.8395287,11.5,42.645,28.155,35991.66667,447.3333333
299,3454c482,,GL7T,,0,,,,,GL7T,2.0,16.0,13.0,0.0,0.0,0.0,13.8,40.66,21.54,42985.0,476.6
300,3454c979,471841,C650,HA-JEV,0,AGP,HAM,JSG259,JSH,JSG259,21.0,5.0,23.0,-365.8996635,-392.0668801,-392.6230158,11.8,45.15,-0.63,41755.0,423.6
301,3454ce4c,,GL5T,,0,,,,,GL5T,12.0,4.0,3.0,0.0,0.0,0.0,14.0,44.66,19.645,43537.5,488.6666667
302,3454cef5,18082,A333,5A-ONQ,0,IST,MJI,8U971,AAW,AAW971,91.0,15.0,9.0,-102.0363337,-371.5292339,-361.9733465,13.5,34.76,27.66,37250.0,416.75
303,3454cfe7,4912C8,C25B,CS-DVH,0,BQH,AGP,VVV232,VVV,VVV232,12.0,1.0,0.0,-366.4731933,-374.0114694,-368.7165685,12.0,44.745,-3.79,41450.0,397.25
304,3454d116,A98B45,GLF3,N714DS,0,RMS,,PH604,,GRB604,10.0,19.0,11.0,0.0,0.0,0.0,11.8,53.81,-2.26,41975.0,411.0
305,3454d15c,440028,C55B,OE-GPS,0,ALC,LIL,,TYW,TYW847S,12.0,354.0,349.0,-299.7376353,-294.548075,-309.1918527,11.5,43.945,1.305,37500.0,326.5
306,3454d165,49D407,E55P,OK-PHM,0,HUY,AGP,,AAN,OKPHM,6.0,0.0,1.0,-382.4759662,-380.6362355,-404.0281942,12.0,44.98,-3.555,41500.0,431.25
307,3454d25e,45AA50,A320,OY-JRP,0,IST,SHJ,G9322,DTR,ABY322,1.0,2.0,41.0,-441.9382957,-419.8086787,-390.3677752,13.2,37.85,40.37,38330.0,495.2
308,3454d402,440C58,F2TH,OE-HCY,0,TBS,NCE,SKV111,SKV,SKV111,0.0,26.0,8.0,-300.0242512,-387.9526263,-390.1265309,12.71428571,42.89,26.95,43000.0,415.2857143
309,3454d419,A94DB8,G280,N699SC,0,TLV,BFS,,,N699SC,232.0,1.0,3.0,-1033.591285,-416.1324413,-424.2475643,13.375,46.7,17.42,43000.0,451.25
